 "y",    "x",   "data"
 46.04,357.19,  0.00,
 43.25,  0.00,  0.00,
 43.25,  2.81,  0.00,
 43.25,  5.62,  0.00,
 43.25,  8.44,  0.00,
 43.25, 11.25,  0.00,
 43.25, 14.06,  1.00,
 43.25, 16.88,  1.00,
 43.25, 19.69,  0.00,
 43.25, 22.50,  0.00,
 43.25, 25.31,  0.00,
 43.25, 28.12,  0.00,
 43.25, 30.94,  0.00,
 43.25, 33.75,  0.00,
 43.25, 36.56,  0.00,
 43.25, 39.38,  0.00,
 43.25, 42.19,  1.00,
 43.25, 45.00,  0.00,
 43.25, 47.81,  0.00,
 43.25, 50.62,  0.00,
 43.25, 53.44,  0.00,
 43.25, 56.25,  0.00,
 43.25, 59.06,  0.00,
 43.25, 61.88,  0.00,
 43.25, 64.69,  0.00,
 43.25, 67.50,  0.00,
 43.25, 70.31,  0.00,
 43.25, 73.12,  0.00,
 43.25, 75.94,  1.00,
 43.25, 78.75,  1.00,
 43.25, 81.56,  1.00,
 43.25, 84.38,  1.00,
 43.25, 87.19,  1.00,
 43.25, 90.00,  1.00,
 43.25, 92.81,  1.00,
 43.25, 95.62,  1.00,
 43.25, 98.44,  1.00,
 43.25,101.25,  1.00,
 43.25,104.06,  1.00,
 43.25,106.88,  1.00,
 43.25,109.69,  1.00,
 43.25,112.50,  1.00,
 43.25,115.31,  1.00,
 43.25,118.12,  1.00,
 43.25,120.94,  1.00,
 43.25,123.75,  1.00,
 43.25,126.56,  1.00,
 43.25,129.38,  1.00,
 43.25,132.19,  1.00,
 43.25,135.00,  1.00,
 43.25,137.81,  1.00,
 43.25,140.62,  1.00,
 43.25,143.44,  0.00,
 43.25,146.25,  0.00,
 43.25,149.06,  0.00,
 43.25,151.88,  0.00,
 43.25,154.69,  0.00,
 43.25,157.50,  0.00,
 43.25,160.31,  0.00,
 43.25,163.12,  0.00,
 43.25,165.94,  0.00,
 43.25,168.75,  0.00,
 43.25,171.56,  0.00,
 43.25,174.38,  0.00,
 43.25,177.19,  0.00,
 43.25,180.00,  0.00,
 43.25,182.81,  0.00,
 43.25,185.62,  0.00,
 43.25,188.44,  0.00,
 43.25,191.25,  0.00,
 43.25,194.06,  0.00,
 43.25,196.88,  0.00,
 43.25,199.69,  0.00,
 43.25,202.50,  0.00,
 43.25,205.31,  0.00,
 43.25,208.12,  0.00,
 43.25,210.94,  0.00,
 43.25,213.75,  0.00,
 43.25,216.56,  0.00,
 43.25,219.38,  0.00,
 43.25,222.19,  0.00,
 43.25,225.00,  0.00,
 43.25,227.81,  0.00,
 43.25,230.62,  0.00,
 43.25,233.44,  0.00,
 43.25,236.25,  0.00,
 43.25,239.06,  0.00,
 43.25,241.88,  0.00,
 43.25,244.69,  0.00,
 43.25,247.50,  0.00,
 43.25,250.31,  0.00,
 43.25,253.12,  0.00,
 43.25,255.94,  0.00,
 43.25,258.75,  0.00,
 43.25,261.56,  0.00,
 43.25,264.38,  0.00,
 43.25,267.19,  0.00,
 43.25,270.00,  0.00,
 43.25,272.81,  0.00,
 43.25,275.62,  0.00,
 43.25,278.44,  0.00,
 43.25,281.25,  0.00,
 43.25,284.06,  0.00,
 43.25,286.88,  0.00,
 43.25,289.69,  0.00,
 43.25,292.50,  0.00,
 43.25,295.31,  1.00,
 43.25,298.12,  1.00,
 43.25,300.94,  1.00,
 43.25,303.75,  1.00,
 43.25,306.56,  1.00,
 43.25,309.38,  1.00,
 43.25,312.19,  1.00,
 43.25,315.00,  1.00,
 43.25,317.81,  1.00,
 43.25,320.62,  1.00,
 43.25,323.44,  1.00,
 43.25,326.25,  1.00,
 43.25,329.06,  1.00,
 43.25,331.88,  1.00,
 43.25,334.69,  1.00,
 43.25,337.50,  1.00,
 43.25,340.31,  1.00,
 43.25,343.12,  1.00,
 43.25,345.94,  1.00,
 43.25,348.75,  1.00,
 43.25,351.56,  1.00,
 43.25,354.38,  1.00,
 43.25,357.19,  1.00,
 40.46,  0.00,  0.00,
 40.46,  2.81,  0.00,
 40.46,  5.62,  0.00,
 40.46,  8.44,  0.00,
 40.46, 11.25,  0.00,
 40.46, 14.06,  1.00,
 40.46, 16.88,  1.00,
 40.46, 19.69,  0.00,
 40.46, 22.50,  0.00,
 40.46, 25.31,  0.00,
 40.46, 28.12,  0.00,
 40.46, 30.94,  0.00,
 40.46, 33.75,  0.00,
 40.46, 36.56,  0.00,
 40.46, 39.38,  0.00,
 40.46, 42.19,  0.00,
 40.46, 45.00,  0.00,
 40.46, 47.81,  0.00,
 40.46, 50.62,  0.00,
 40.46, 53.44,  0.00,
 40.46, 56.25,  0.00,
 40.46, 59.06,  0.00,
 40.46, 61.88,  0.00,
 40.46, 64.69,  0.00,
 40.46, 67.50,  0.00,
 40.46, 70.31,  0.00,
 40.46, 73.12,  0.00,
 40.46, 75.94,  1.00,
 40.46, 78.75,  1.00,
 40.46, 81.56,  1.00,
 40.46, 84.38,  1.00,
 40.46, 87.19,  1.00,
 40.46, 90.00,  1.00,
 40.46, 92.81,  1.00,
 40.46, 95.62,  1.00,
 40.46, 98.44,  1.00,
 40.46,101.25,  1.00,
 40.46,104.06,  1.00,
 40.46,106.88,  1.00,
 40.46,109.69,  1.00,
 40.46,112.50,  1.00,
 40.46,115.31,  1.00,
 40.46,118.12,  1.00,
 40.46,120.94,  1.00,
 40.46,123.75,  1.00,
 40.46,126.56,  1.00,
 40.46,129.38,  1.00,
 40.46,132.19,  1.00,
 40.46,135.00,  1.00,
 40.46,137.81,  1.00,
 40.46,140.62,  0.00,
 40.46,143.44,  0.00,
 40.46,146.25,  0.00,
 40.46,149.06,  0.00,
 40.46,151.88,  0.00,
 40.46,154.69,  0.00,
 40.46,157.50,  0.00,
 40.46,160.31,  0.00,
 40.46,163.12,  0.00,
 40.46,165.94,  0.00,
 40.46,168.75,  0.00,
 40.46,171.56,  0.00,
 40.46,174.38,  0.00,
 40.46,177.19,  0.00,
 40.46,180.00,  0.00,
 40.46,182.81,  0.00,
 40.46,185.62,  0.00,
 40.46,188.44,  0.00,
 40.46,191.25,  0.00,
 40.46,194.06,  0.00,
 40.46,196.88,  0.00,
 40.46,199.69,  0.00,
 40.46,202.50,  0.00,
 40.46,205.31,  0.00,
 40.46,208.12,  0.00,
 40.46,210.94,  0.00,
 40.46,213.75,  0.00,
 40.46,216.56,  0.00,
 40.46,219.38,  0.00,
 40.46,222.19,  0.00,
 40.46,225.00,  0.00,
 40.46,227.81,  0.00,
 40.46,230.62,  0.00,
 40.46,233.44,  0.00,
 40.46,236.25,  0.00,
 40.46,239.06,  0.00,
 40.46,241.88,  0.00,
 40.46,244.69,  0.00,
 40.46,247.50,  0.00,
 40.46,250.31,  0.00,
 40.46,253.12,  0.00,
 40.46,255.94,  0.00,
 40.46,258.75,  0.00,
 40.46,261.56,  0.00,
 40.46,264.38,  0.00,
 40.46,267.19,  0.00,
 40.46,270.00,  0.00,
 40.46,272.81,  0.00,
 40.46,275.62,  0.00,
 40.46,278.44,  0.00,
 40.46,281.25,  0.00,
 40.46,284.06,  0.00,
 40.46,286.88,  0.00,
 40.46,289.69,  0.00,
 40.46,292.50,  0.00,
 40.46,295.31,  0.00,
 40.46,298.12,  1.00,
 40.46,300.94,  1.00,
 40.46,303.75,  1.00,
 40.46,306.56,  1.00,
 40.46,309.38,  1.00,
 40.46,312.19,  1.00,
 40.46,315.00,  1.00,
 40.46,317.81,  1.00,
 40.46,320.62,  1.00,
 40.46,323.44,  1.00,
 40.46,326.25,  1.00,
 40.46,329.06,  1.00,
 40.46,331.88,  1.00,
 40.46,334.69,  1.00,
 40.46,337.50,  1.00,
 40.46,340.31,  1.00,
 40.46,343.12,  1.00,
 40.46,345.94,  1.00,
 40.46,348.75,  1.00,
 40.46,351.56,  1.00,
 40.46,354.38,  1.00,
 40.46,357.19,  1.00,
 37.67,  0.00,  0.00,
 37.67,  2.81,  0.00,
 37.67,  5.62,  0.00,
 37.67,  8.44,  0.00,
 37.67, 11.25,  0.00,
 37.67, 14.06,  0.00,
 37.67, 16.88,  0.00,
 37.67, 19.69,  0.00,
 37.67, 22.50,  0.00,
 37.67, 25.31,  0.00,
 37.67, 28.12,  1.00,
 37.67, 30.94,  1.00,
 37.67, 33.75,  0.00,
 37.67, 36.56,  0.00,
 37.67, 39.38,  0.00,
 37.67, 42.19,  0.00,
 37.67, 45.00,  0.00,
 37.67, 47.81,  0.00,
 37.67, 50.62,  0.00,
 37.67, 53.44,  0.00,
 37.67, 56.25,  0.00,
 37.67, 59.06,  0.00,
 37.67, 61.88,  0.00,
 37.67, 64.69,  0.00,
 37.67, 67.50,  1.00,
 37.67, 70.31,  1.00,
 37.67, 73.12,  1.00,
 37.67, 75.94,  1.00,
 37.67, 78.75,  1.00,
 37.67, 81.56,  1.00,
 37.67, 84.38,  1.00,
 37.67, 87.19,  1.00,
 37.67, 90.00,  1.00,
 37.67, 92.81,  1.00,
 37.67, 95.62,  1.00,
 37.67, 98.44,  1.00,
 37.67,101.25,  1.00,
 37.67,104.06,  1.00,
 37.67,106.88,  1.00,
 37.67,109.69,  1.00,
 37.67,112.50,  1.00,
 37.67,115.31,  1.00,
 37.67,118.12,  1.00,
 37.67,120.94,  1.00,
 37.67,123.75,  1.00,
 37.67,126.56,  1.00,
 37.67,129.38,  1.00,
 37.67,132.19,  1.00,
 37.67,135.00,  1.00,
 37.67,137.81,  0.00,
 37.67,140.62,  0.00,
 37.67,143.44,  0.00,
 37.67,146.25,  0.00,
 37.67,149.06,  0.00,
 37.67,151.88,  0.00,
 37.67,154.69,  0.00,
 37.67,157.50,  0.00,
 37.67,160.31,  0.00,
 37.67,163.12,  0.00,
 37.67,165.94,  0.00,
 37.67,168.75,  0.00,
 37.67,171.56,  0.00,
 37.67,174.38,  0.00,
 37.67,177.19,  0.00,
 37.67,180.00,  0.00,
 37.67,182.81,  0.00,
 37.67,185.62,  0.00,
 37.67,188.44,  0.00,
 37.67,191.25,  0.00,
 37.67,194.06,  0.00,
 37.67,196.88,  0.00,
 37.67,199.69,  0.00,
 37.67,202.50,  0.00,
 37.67,205.31,  0.00,
 37.67,208.12,  0.00,
 37.67,210.94,  0.00,
 37.67,213.75,  0.00,
 37.67,216.56,  0.00,
 37.67,219.38,  0.00,
 37.67,222.19,  0.00,
 37.67,225.00,  0.00,
 37.67,227.81,  0.00,
 37.67,230.62,  0.00,
 37.67,233.44,  0.00,
 37.67,236.25,  0.00,
 37.67,239.06,  0.00,
 37.67,241.88,  0.00,
 37.67,244.69,  0.00,
 37.67,247.50,  0.00,
 37.67,250.31,  0.00,
 37.67,253.12,  0.00,
 37.67,255.94,  0.00,
 37.67,258.75,  0.00,
 37.67,261.56,  0.00,
 37.67,264.38,  0.00,
 37.67,267.19,  0.00,
 37.67,270.00,  0.00,
 37.67,272.81,  0.00,
 37.67,275.62,  0.00,
 37.67,278.44,  0.00,
 37.67,281.25,  0.00,
 37.67,284.06,  0.00,
 37.67,286.88,  0.00,
 37.67,289.69,  0.00,
 37.67,292.50,  0.00,
 37.67,295.31,  0.00,
 37.67,298.12,  0.00,
 37.67,300.94,  1.00,
 37.67,303.75,  1.00,
 37.67,306.56,  1.00,
 37.67,309.38,  1.00,
 37.67,312.19,  1.00,
 37.67,315.00,  1.00,
 37.67,317.81,  1.00,
 37.67,320.62,  1.00,
 37.67,323.44,  1.00,
 37.67,326.25,  1.00,
 37.67,329.06,  1.00,
 37.67,331.88,  1.00,
 37.67,334.69,  1.00,
 37.67,337.50,  1.00,
 37.67,340.31,  1.00,
 37.67,343.12,  1.00,
 37.67,345.94,  1.00,
 37.67,348.75,  1.00,
 37.67,351.56,  0.00,
 37.67,354.38,  0.00,
 37.67,357.19,  0.00,
 34.88,  0.00,  0.00,
 34.88,  2.81,  0.00,
 34.88,  5.62,  0.00,
 34.88,  8.44,  0.00,
 34.88, 11.25,  0.00,
 34.88, 14.06,  0.00,
 34.88, 16.88,  0.00,
 34.88, 19.69,  0.00,
 34.88, 22.50,  0.00,
 34.88, 25.31,  0.00,
 34.88, 28.12,  0.00,
 34.88, 30.94,  0.00,
 34.88, 33.75,  0.00,
 34.88, 36.56,  0.00,
 34.88, 39.38,  0.00,
 34.88, 42.19,  0.00,
 34.88, 45.00,  0.00,
 34.88, 47.81,  0.00,
 34.88, 50.62,  0.00,
 34.88, 53.44,  0.00,
 34.88, 56.25,  0.00,
 34.88, 59.06,  0.00,
 34.88, 61.88,  0.00,
 34.88, 64.69,  1.00,
 34.88, 67.50,  1.00,
 34.88, 70.31,  1.00,
 34.88, 73.12,  1.00,
 34.88, 75.94,  1.00,
 34.88, 78.75,  1.00,
 34.88, 81.56,  1.00,
 34.88, 84.38,  1.00,
 34.88, 87.19,  1.00,
 34.88, 90.00,  1.00,
 34.88, 92.81,  1.00,
 34.88, 95.62,  1.00,
 34.88, 98.44,  1.00,
 34.88,101.25,  1.00,
 34.88,104.06,  1.00,
 34.88,106.88,  1.00,
 34.88,109.69,  1.00,
 34.88,112.50,  1.00,
 34.88,115.31,  1.00,
 34.88,118.12,  1.00,
 34.88,120.94,  1.00,
 34.88,123.75,  1.00,
 34.88,126.56,  1.00,
 34.88,129.38,  1.00,
 34.88,132.19,  1.00,
 34.88,135.00,  1.00,
 34.88,137.81,  0.00,
 34.88,140.62,  0.00,
 34.88,143.44,  0.00,
 34.88,146.25,  0.00,
 34.88,149.06,  0.00,
 34.88,151.88,  0.00,
 34.88,154.69,  0.00,
 34.88,157.50,  0.00,
 34.88,160.31,  0.00,
 34.88,163.12,  0.00,
 34.88,165.94,  0.00,
 34.88,168.75,  0.00,
 34.88,171.56,  0.00,
 34.88,174.38,  0.00,
 34.88,177.19,  0.00,
 34.88,180.00,  0.00,
 34.88,182.81,  0.00,
 34.88,185.62,  0.00,
 34.88,188.44,  0.00,
 34.88,191.25,  0.00,
 34.88,194.06,  0.00,
 34.88,196.88,  0.00,
 34.88,199.69,  0.00,
 34.88,202.50,  0.00,
 34.88,205.31,  0.00,
 34.88,208.12,  0.00,
 34.88,210.94,  0.00,
 34.88,213.75,  0.00,
 34.88,216.56,  0.00,
 34.88,219.38,  0.00,
 34.88,222.19,  0.00,
 34.88,225.00,  0.00,
 34.88,227.81,  0.00,
 34.88,230.62,  0.00,
 34.88,233.44,  0.00,
 34.88,236.25,  0.00,
 34.88,239.06,  0.00,
 34.88,241.88,  0.00,
 34.88,244.69,  0.00,
 34.88,247.50,  0.00,
 34.88,250.31,  0.00,
 34.88,253.12,  0.00,
 34.88,255.94,  0.00,
 34.88,258.75,  0.00,
 34.88,261.56,  0.00,
 34.88,264.38,  0.00,
 34.88,267.19,  0.00,
 34.88,270.00,  0.00,
 34.88,272.81,  0.00,
 34.88,275.62,  0.00,
 34.88,278.44,  0.00,
 34.88,281.25,  0.00,
 34.88,284.06,  0.00,
 34.88,286.88,  0.00,
 34.88,289.69,  0.00,
 34.88,292.50,  0.00,
 34.88,295.31,  0.00,
 34.88,298.12,  0.00,
 34.88,300.94,  0.00,
 34.88,303.75,  0.00,
 34.88,306.56,  1.00,
 34.88,309.38,  1.00,
 34.88,312.19,  1.00,
 34.88,315.00,  1.00,
 34.88,317.81,  1.00,
 34.88,320.62,  1.00,
 34.88,323.44,  1.00,
 34.88,326.25,  1.00,
 34.88,329.06,  1.00,
 34.88,331.88,  1.00,
 34.88,334.69,  1.00,
 34.88,337.50,  1.00,
 34.88,340.31,  0.00,
 34.88,343.12,  0.00,
 34.88,345.94,  0.00,
 34.88,348.75,  0.00,
 34.88,351.56,  0.00,
 34.88,354.38,  0.00,
 34.88,357.19,  0.00,
 32.09,  0.00,  0.00,
 32.09,  2.81,  0.00,
 32.09,  5.62,  0.00,
 32.09,  8.44,  0.00,
 32.09, 11.25,  0.00,
 32.09, 14.06,  0.00,
 32.09, 16.88,  0.00,
 32.09, 19.69,  0.00,
 32.09, 22.50,  0.00,
 32.09, 25.31,  0.00,
 32.09, 28.12,  0.00,
 32.09, 30.94,  0.00,
 32.09, 33.75,  0.00,
 32.09, 36.56,  0.00,
 32.09, 39.38,  0.00,
 32.09, 42.19,  0.00,
 32.09, 45.00,  0.00,
 32.09, 47.81,  0.00,
 32.09, 50.62,  0.00,
 32.09, 53.44,  0.00,
 32.09, 56.25,  0.00,
 32.09, 59.06,  0.00,
 32.09, 61.88,  0.00,
 32.09, 64.69,  0.00,
 32.09, 67.50,  0.00,
 32.09, 70.31,  0.00,
 32.09, 73.12,  0.00,
 32.09, 75.94,  0.00,
 32.09, 78.75,  0.00,
 32.09, 81.56,  1.00,
 32.09, 84.38,  1.00,
 32.09, 87.19,  1.00,
 32.09, 90.00,  1.00,
 32.09, 92.81,  1.00,
 32.09, 95.62,  1.00,
 32.09, 98.44,  1.00,
 32.09,101.25,  1.00,
 32.09,104.06,  1.00,
 32.09,106.88,  1.00,
 32.09,109.69,  1.00,
 32.09,112.50,  1.00,
 32.09,115.31,  1.00,
 32.09,118.12,  1.00,
 32.09,120.94,  1.00,
 32.09,123.75,  1.00,
 32.09,126.56,  1.00,
 32.09,129.38,  1.00,
 32.09,132.19,  1.00,
 32.09,135.00,  1.00,
 32.09,137.81,  0.00,
 32.09,140.62,  0.00,
 32.09,143.44,  0.00,
 32.09,146.25,  0.00,
 32.09,149.06,  0.00,
 32.09,151.88,  0.00,
 32.09,154.69,  0.00,
 32.09,157.50,  0.00,
 32.09,160.31,  0.00,
 32.09,163.12,  0.00,
 32.09,165.94,  0.00,
 32.09,168.75,  0.00,
 32.09,171.56,  0.00,
 32.09,174.38,  0.00,
 32.09,177.19,  0.00,
 32.09,180.00,  0.00,
 32.09,182.81,  0.00,
 32.09,185.62,  0.00,
 32.09,188.44,  0.00,
 32.09,191.25,  0.00,
 32.09,194.06,  0.00,
 32.09,196.88,  0.00,
 32.09,199.69,  0.00,
 32.09,202.50,  0.00,
 32.09,205.31,  0.00,
 32.09,208.12,  0.00,
 32.09,210.94,  0.00,
 32.09,213.75,  0.00,
 32.09,216.56,  0.00,
 32.09,219.38,  0.00,
 32.09,222.19,  0.00,
 32.09,225.00,  0.00,
 32.09,227.81,  0.00,
 32.09,230.62,  0.00,
 32.09,233.44,  0.00,
 32.09,236.25,  0.00,
 32.09,239.06,  0.00,
 32.09,241.88,  0.00,
 32.09,244.69,  0.00,
 32.09,247.50,  0.00,
 32.09,250.31,  0.00,
 32.09,253.12,  0.00,
 32.09,255.94,  0.00,
 32.09,258.75,  0.00,
 32.09,261.56,  0.00,
 32.09,264.38,  0.00,
 32.09,267.19,  0.00,
 32.09,270.00,  0.00,
 32.09,272.81,  0.00,
 32.09,275.62,  0.00,
 32.09,278.44,  0.00,
 32.09,281.25,  0.00,
 32.09,284.06,  0.00,
 32.09,286.88,  0.00,
 32.09,289.69,  0.00,
 32.09,292.50,  0.00,
 32.09,295.31,  0.00,
 32.09,298.12,  0.00,
 32.09,300.94,  0.00,
 32.09,303.75,  0.00,
 32.09,306.56,  1.00,
 32.09,309.38,  1.00,
 32.09,312.19,  1.00,
 32.09,315.00,  1.00,
 32.09,317.81,  0.00,
 32.09,320.62,  0.00,
 32.09,323.44,  0.00,
 32.09,326.25,  1.00,
 32.09,329.06,  1.00,
 32.09,331.88,  1.00,
 32.09,334.69,  1.00,
 32.09,337.50,  1.00,
 32.09,340.31,  0.00,
 32.09,343.12,  0.00,
 32.09,345.94,  0.00,
 32.09,348.75,  0.00,
 32.09,351.56,  0.00,
 32.09,354.38,  0.00,
 32.09,357.19,  0.00,
 29.30,  0.00,  0.00,
 29.30,  2.81,  0.00,
 29.30,  5.62,  0.00,
 29.30,  8.44,  0.00,
 29.30, 11.25,  0.00,
 29.30, 14.06,  0.00,
 29.30, 16.88,  0.00,
 29.30, 19.69,  0.00,
 29.30, 22.50,  0.00,
 29.30, 25.31,  0.00,
 29.30, 28.12,  0.00,
 29.30, 30.94,  0.00,
 29.30, 33.75,  0.00,
 29.30, 36.56,  0.00,
 29.30, 39.38,  0.00,
 29.30, 42.19,  0.00,
 29.30, 45.00,  0.00,
 29.30, 47.81,  0.00,
 29.30, 50.62,  0.00,
 29.30, 53.44,  0.00,
 29.30, 56.25,  0.00,
 29.30, 59.06,  0.00,
 29.30, 61.88,  0.00,
 29.30, 64.69,  0.00,
 29.30, 67.50,  0.00,
 29.30, 70.31,  0.00,
 29.30, 73.12,  0.00,
 29.30, 75.94,  0.00,
 29.30, 78.75,  0.00,
 29.30, 81.56,  0.00,
 29.30, 84.38,  0.00,
 29.30, 87.19,  0.00,
 29.30, 90.00,  0.00,
 29.30, 92.81,  1.00,
 29.30, 95.62,  1.00,
 29.30, 98.44,  1.00,
 29.30,101.25,  1.00,
 29.30,104.06,  1.00,
 29.30,106.88,  1.00,
 29.30,109.69,  1.00,
 29.30,112.50,  1.00,
 29.30,115.31,  1.00,
 29.30,118.12,  1.00,
 29.30,120.94,  1.00,
 29.30,123.75,  1.00,
 29.30,126.56,  1.00,
 29.30,129.38,  1.00,
 29.30,132.19,  1.00,
 29.30,135.00,  0.00,
 29.30,137.81,  0.00,
 29.30,140.62,  0.00,
 29.30,143.44,  0.00,
 29.30,146.25,  0.00,
 29.30,149.06,  0.00,
 29.30,151.88,  0.00,
 29.30,154.69,  0.00,
 29.30,157.50,  0.00,
 29.30,160.31,  0.00,
 29.30,163.12,  0.00,
 29.30,165.94,  0.00,
 29.30,168.75,  0.00,
 29.30,171.56,  0.00,
 29.30,174.38,  0.00,
 29.30,177.19,  0.00,
 29.30,180.00,  0.00,
 29.30,182.81,  0.00,
 29.30,185.62,  0.00,
 29.30,188.44,  0.00,
 29.30,191.25,  0.00,
 29.30,194.06,  0.00,
 29.30,196.88,  0.00,
 29.30,199.69,  0.00,
 29.30,202.50,  0.00,
 29.30,205.31,  0.00,
 29.30,208.12,  0.00,
 29.30,210.94,  0.00,
 29.30,213.75,  0.00,
 29.30,216.56,  0.00,
 29.30,219.38,  0.00,
 29.30,222.19,  0.00,
 29.30,225.00,  0.00,
 29.30,227.81,  0.00,
 29.30,230.62,  0.00,
 29.30,233.44,  0.00,
 29.30,236.25,  0.00,
 29.30,239.06,  0.00,
 29.30,241.88,  0.00,
 29.30,244.69,  0.00,
 29.30,247.50,  0.00,
 29.30,250.31,  0.00,
 29.30,253.12,  0.00,
 29.30,255.94,  0.00,
 29.30,258.75,  0.00,
 29.30,261.56,  0.00,
 29.30,264.38,  0.00,
 29.30,267.19,  0.00,
 29.30,270.00,  0.00,
 29.30,272.81,  0.00,
 29.30,275.62,  0.00,
 29.30,278.44,  0.00,
 29.30,281.25,  0.00,
 29.30,284.06,  0.00,
 29.30,286.88,  0.00,
 29.30,289.69,  0.00,
 29.30,292.50,  0.00,
 29.30,295.31,  0.00,
 29.30,298.12,  0.00,
 29.30,300.94,  0.00,
 29.30,303.75,  0.00,
 29.30,306.56,  1.00,
 29.30,309.38,  0.00,
 29.30,312.19,  0.00,
 29.30,315.00,  0.00,
 29.30,317.81,  0.00,
 29.30,320.62,  0.00,
 29.30,323.44,  0.00,
 29.30,326.25,  0.00,
 29.30,329.06,  1.00,
 29.30,331.88,  1.00,
 29.30,334.69,  0.00,
 29.30,337.50,  0.00,
 29.30,340.31,  0.00,
 29.30,343.12,  0.00,
 29.30,345.94,  0.00,
 29.30,348.75,  0.00,
 29.30,351.56,  0.00,
 29.30,354.38,  0.00,
 29.30,357.19,  0.00,
 26.51,  0.00,  0.00,
 26.51,  2.81,  0.00,
 26.51,  5.62,  0.00,
 26.51,  8.44,  0.00,
 26.51, 11.25,  0.00,
 26.51, 14.06,  0.00,
 26.51, 16.88,  0.00,
 26.51, 19.69,  0.00,
 26.51, 22.50,  0.00,
 26.51, 25.31,  0.00,
 26.51, 28.12,  0.00,
 26.51, 30.94,  0.00,
 26.51, 33.75,  0.00,
 26.51, 36.56,  0.00,
 26.51, 39.38,  0.00,
 26.51, 42.19,  0.00,
 26.51, 45.00,  0.00,
 26.51, 47.81,  0.00,
 26.51, 50.62,  0.00,
 26.51, 53.44,  0.00,
 26.51, 56.25,  0.00,
 26.51, 59.06,  0.00,
 26.51, 61.88,  0.00,
 26.51, 64.69,  0.00,
 26.51, 67.50,  0.00,
 26.51, 70.31,  0.00,
 26.51, 73.12,  1.00,
 26.51, 75.94,  1.00,
 26.51, 78.75,  1.00,
 26.51, 81.56,  0.00,
 26.51, 84.38,  0.00,
 26.51, 87.19,  0.00,
 26.51, 90.00,  0.00,
 26.51, 92.81,  0.00,
 26.51, 95.62,  0.00,
 26.51, 98.44,  1.00,
 26.51,101.25,  1.00,
 26.51,104.06,  1.00,
 26.51,106.88,  1.00,
 26.51,109.69,  1.00,
 26.51,112.50,  1.00,
 26.51,115.31,  1.00,
 26.51,118.12,  1.00,
 26.51,120.94,  1.00,
 26.51,123.75,  1.00,
 26.51,126.56,  1.00,
 26.51,129.38,  1.00,
 26.51,132.19,  1.00,
 26.51,135.00,  0.00,
 26.51,137.81,  0.00,
 26.51,140.62,  0.00,
 26.51,143.44,  0.00,
 26.51,146.25,  0.00,
 26.51,149.06,  0.00,
 26.51,151.88,  0.00,
 26.51,154.69,  0.00,
 26.51,157.50,  0.00,
 26.51,160.31,  0.00,
 26.51,163.12,  0.00,
 26.51,165.94,  0.00,
 26.51,168.75,  0.00,
 26.51,171.56,  0.00,
 26.51,174.38,  0.00,
 26.51,177.19,  0.00,
 26.51,180.00,  0.00,
 26.51,182.81,  0.00,
 26.51,185.62,  0.00,
 26.51,188.44,  0.00,
 26.51,191.25,  0.00,
 26.51,194.06,  0.00,
 26.51,196.88,  0.00,
 26.51,199.69,  0.00,
 26.51,202.50,  0.00,
 26.51,205.31,  0.00,
 26.51,208.12,  0.00,
 26.51,210.94,  0.00,
 26.51,213.75,  0.00,
 26.51,216.56,  0.00,
 26.51,219.38,  0.00,
 26.51,222.19,  0.00,
 26.51,225.00,  0.00,
 26.51,227.81,  0.00,
 26.51,230.62,  0.00,
 26.51,233.44,  0.00,
 26.51,236.25,  0.00,
 26.51,239.06,  0.00,
 26.51,241.88,  0.00,
 26.51,244.69,  0.00,
 26.51,247.50,  0.00,
 26.51,250.31,  0.00,
 26.51,253.12,  0.00,
 26.51,255.94,  0.00,
 26.51,258.75,  0.00,
 26.51,261.56,  0.00,
 26.51,264.38,  0.00,
 26.51,267.19,  0.00,
 26.51,270.00,  0.00,
 26.51,272.81,  0.00,
 26.51,275.62,  0.00,
 26.51,278.44,  0.00,
 26.51,281.25,  0.00,
 26.51,284.06,  0.00,
 26.51,286.88,  0.00,
 26.51,289.69,  0.00,
 26.51,292.50,  0.00,
 26.51,295.31,  0.00,
 26.51,298.12,  0.00,
 26.51,300.94,  0.00,
 26.51,303.75,  0.00,
 26.51,306.56,  0.00,
 26.51,309.38,  0.00,
 26.51,312.19,  0.00,
 26.51,315.00,  0.00,
 26.51,317.81,  0.00,
 26.51,320.62,  0.00,
 26.51,323.44,  0.00,
 26.51,326.25,  0.00,
 26.51,329.06,  0.00,
 26.51,331.88,  0.00,
 26.51,334.69,  0.00,
 26.51,337.50,  0.00,
 26.51,340.31,  0.00,
 26.51,343.12,  0.00,
 26.51,345.94,  0.00,
 26.51,348.75,  0.00,
 26.51,351.56,  0.00,
 26.51,354.38,  0.00,
 26.51,357.19,  0.00,
 23.72,  0.00,  0.00,
 23.72,  2.81,  0.00,
 23.72,  5.62,  0.00,
 23.72,  8.44,  0.00,
 23.72, 11.25,  0.00,
 23.72, 14.06,  0.00,
 23.72, 16.88,  0.00,
 23.72, 19.69,  0.00,
 23.72, 22.50,  0.00,
 23.72, 25.31,  0.00,
 23.72, 28.12,  0.00,
 23.72, 30.94,  0.00,
 23.72, 33.75,  0.00,
 23.72, 36.56,  0.00,
 23.72, 39.38,  0.00,
 23.72, 42.19,  0.00,
 23.72, 45.00,  0.00,
