 "y",    "x",   "data"
 68.37, 42.19,  0.00,
 68.37, 45.00,  0.00,
 68.37, 47.81,  0.00,
 68.37, 50.62,  0.00,
 68.37, 53.44,  1.00,
 68.37, 56.25,  1.00,
 68.37, 59.06,  0.00,
 68.37, 61.88,  0.00,
 68.37, 64.69,  0.00,
 68.37, 67.50,  0.00,
 68.37, 70.31,  0.00,
 68.37, 73.12,  0.00,
 68.37, 75.94,  1.00,
 68.37, 78.75,  1.00,
 68.37, 81.56,  1.00,
 68.37, 84.38,  1.00,
 68.37, 87.19,  1.00,
 68.37, 90.00,  1.00,
 68.37, 92.81,  1.00,
 68.37, 95.62,  1.00,
 68.37, 98.44,  1.00,
 68.37,101.25,  1.00,
 68.37,104.06,  1.00,
 68.37,106.88,  1.00,
 68.37,109.69,  1.00,
 68.37,112.50,  1.00,
 68.37,115.31,  1.00,
 68.37,118.12,  1.00,
 68.37,120.94,  1.00,
 68.37,123.75,  1.00,
 68.37,126.56,  1.00,
 68.37,129.38,  1.00,
 68.37,132.19,  1.00,
 68.37,135.00,  1.00,
 68.37,137.81,  1.00,
 68.37,140.62,  1.00,
 68.37,143.44,  1.00,
 68.37,146.25,  1.00,
 68.37,149.06,  1.00,
 68.37,151.88,  1.00,
 68.37,154.69,  1.00,
 68.37,157.50,  0.00,
 68.37,160.31,  0.00,
 68.37,163.12,  0.00,
 68.37,165.94,  0.00,
 68.37,168.75,  0.00,
 68.37,171.56,  0.00,
 68.37,174.38,  0.00,
 68.37,177.19,  0.00,
 68.37,180.00,  0.00,
 68.37,182.81,  0.00,
 68.37,185.62,  0.00,
 68.37,188.44,  0.00,
 68.37,191.25,  0.00,
 68.37,194.06,  0.00,
 68.37,196.88,  0.00,
 68.37,199.69,  0.00,
 68.37,202.50,  0.00,
 68.37,205.31,  0.00,
 68.37,208.12,  0.00,
 68.37,210.94,  0.00,
 68.37,213.75,  0.00,
 68.37,216.56,  0.00,
 68.37,219.38,  0.00,
 68.37,222.19,  0.00,
 68.37,225.00,  0.00,
 68.37,227.81,  0.00,
 68.37,230.62,  0.00,
 68.37,233.44,  0.00,
 68.37,236.25,  0.00,
 68.37,239.06,  0.00,
 68.37,241.88,  0.00,
 68.37,244.69,  0.00,
 68.37,247.50,  0.00,
 68.37,250.31,  0.00,
 68.37,253.12,  0.00,
 68.37,255.94,  0.00,
 68.37,258.75,  1.00,
 68.37,261.56,  1.00,
 68.37,264.38,  0.00,
 68.37,267.19,  0.00,
 68.37,270.00,  0.00,
 68.37,272.81,  0.00,
 68.37,275.62,  0.00,
 68.37,278.44,  0.00,
 68.37,281.25,  1.00,
 68.37,284.06,  1.00,
 68.37,286.88,  1.00,
 68.37,289.69,  1.00,
 68.37,292.50,  1.00,
 68.37,295.31,  1.00,
 68.37,298.12,  1.00,
 68.37,300.94,  0.00,
 68.37,303.75,  0.00,
 68.37,306.56,  0.00,
 68.37,309.38,  1.00,
 68.37,312.19,  1.00,
 68.37,315.00,  1.00,
 68.37,317.81,  1.00,
 68.37,320.62,  0.00,
 68.37,323.44,  1.00,
 68.37,326.25,  1.00,
 68.37,329.06,  1.00,
 68.37,331.88,  1.00,
 68.37,334.69,  1.00,
 68.37,337.50,  1.00,
 68.37,340.31,  1.00,
 68.37,343.12,  1.00,
 68.37,345.94,  0.00,
 68.37,348.75,  0.00,
 68.37,351.56,  0.00,
 68.37,354.38,  0.00,
 68.37,357.19,  0.00,
 65.58,  0.00,  1.00,
 65.58,  2.81,  1.00,
 65.58,  5.62,  1.00,
 65.58,  8.44,  1.00,
 65.58, 11.25,  1.00,
 65.58, 14.06,  1.00,
 65.58, 16.88,  0.00,
 65.58, 19.69,  0.00,
 65.58, 22.50,  1.00,
 65.58, 25.31,  1.00,
 65.58, 28.12,  0.00,
 65.58, 30.94,  0.00,
 65.58, 33.75,  1.00,
 65.58, 36.56,  0.00,
 65.58, 39.38,  0.00,
 65.58, 42.19,  0.00,
 65.58, 45.00,  0.00,
 65.58, 47.81,  0.00,
 65.58, 50.62,  0.00,
 65.58, 53.44,  1.00,
 65.58, 56.25,  0.00,
 65.58, 59.06,  0.00,
 65.58, 61.88,  0.00,
 65.58, 64.69,  0.00,
 65.58, 67.50,  0.00,
 65.58, 70.31,  0.00,
 65.58, 73.12,  0.00,
 65.58, 75.94,  1.00,
 65.58, 78.75,  1.00,
 65.58, 81.56,  1.00,
 65.58, 84.38,  1.00,
 65.58, 87.19,  1.00,
 65.58, 90.00,  1.00,
 65.58, 92.81,  1.00,
 65.58, 95.62,  1.00,
 65.58, 98.44,  1.00,
 65.58,101.25,  1.00,
 65.58,104.06,  1.00,
 65.58,106.88,  1.00,
 65.58,109.69,  1.00,
 65.58,112.50,  1.00,
 65.58,115.31,  1.00,
 65.58,118.12,  1.00,
 65.58,120.94,  1.00,
 65.58,123.75,  1.00,
 65.58,126.56,  1.00,
 65.58,129.38,  1.00,
 65.58,132.19,  1.00,
 65.58,135.00,  1.00,
 65.58,137.81,  1.00,
 65.58,140.62,  1.00,
 65.58,143.44,  1.00,
 65.58,146.25,  1.00,
 65.58,149.06,  1.00,
 65.58,151.88,  1.00,
 65.58,154.69,  0.00,
 65.58,157.50,  0.00,
 65.58,160.31,  0.00,
 65.58,163.12,  0.00,
 65.58,165.94,  0.00,
 65.58,168.75,  0.00,
 65.58,171.56,  0.00,
 65.58,174.38,  0.00,
 65.58,177.19,  0.00,
 65.58,180.00,  0.00,
 65.58,182.81,  0.00,
 65.58,185.62,  0.00,
 65.58,188.44,  0.00,
 65.58,191.25,  0.00,
 65.58,194.06,  0.00,
 65.58,196.88,  1.00,
 65.58,199.69,  0.00,
 65.58,202.50,  0.00,
 65.58,205.31,  0.00,
 65.58,208.12,  0.00,
 65.58,210.94,  0.00,
 65.58,213.75,  0.00,
 65.58,216.56,  0.00,
 65.58,219.38,  0.00,
 65.58,222.19,  0.00,
 65.58,225.00,  0.00,
 65.58,227.81,  0.00,
 65.58,230.62,  0.00,
 65.58,233.44,  0.00,
 65.58,236.25,  0.00,
 65.58,239.06,  0.00,
 65.58,241.88,  0.00,
 65.58,244.69,  0.00,
 65.58,247.50,  0.00,
 65.58,250.31,  0.00,
 65.58,253.12,  0.00,
 65.58,255.94,  0.00,
 65.58,258.75,  0.00,
 65.58,261.56,  0.00,
 65.58,264.38,  0.00,
 65.58,267.19,  0.00,
 65.58,270.00,  0.00,
 65.58,272.81,  0.00,
 65.58,275.62,  0.00,
 65.58,278.44,  0.00,
 65.58,281.25,  0.00,
 65.58,284.06,  0.00,
 65.58,286.88,  0.00,
 65.58,289.69,  0.00,
 65.58,292.50,  1.00,
 65.58,295.31,  1.00,
 65.58,298.12,  1.00,
 65.58,300.94,  0.00,
 65.58,303.75,  0.00,
 65.58,306.56,  0.00,
 65.58,309.38,  1.00,
 65.58,312.19,  1.00,
 65.58,315.00,  1.00,
 65.58,317.81,  1.00,
 65.58,320.62,  1.00,
 65.58,323.44,  1.00,
 65.58,326.25,  1.00,
 65.58,329.06,  1.00,
 65.58,331.88,  1.00,
 65.58,334.69,  1.00,
 65.58,337.50,  1.00,
 65.58,340.31,  1.00,
 65.58,343.12,  1.00,
 65.58,345.94,  1.00,
 65.58,348.75,  1.00,
 65.58,351.56,  1.00,
 65.58,354.38,  0.00,
 65.58,357.19,  0.00,
 62.79,  0.00,  0.00,
 62.79,  2.81,  1.00,
 62.79,  5.62,  1.00,
 62.79,  8.44,  1.00,
 62.79, 11.25,  1.00,
 62.79, 14.06,  1.00,
 62.79, 16.88,  1.00,
 62.79, 19.69,  1.00,
 62.79, 22.50,  1.00,
 62.79, 25.31,  1.00,
 62.79, 28.12,  0.00,
 62.79, 30.94,  0.00,
 62.79, 33.75,  0.00,
 62.79, 36.56,  0.00,
 62.79, 39.38,  0.00,
 62.79, 42.19,  0.00,
 62.79, 45.00,  0.00,
 62.79, 47.81,  0.00,
 62.79, 50.62,  0.00,
 62.79, 53.44,  1.00,
 62.79, 56.25,  1.00,
 62.79, 59.06,  0.00,
 62.79, 61.88,  0.00,
 62.79, 64.69,  0.00,
 62.79, 67.50,  0.00,
 62.79, 70.31,  0.00,
 62.79, 73.12,  0.00,
 62.79, 75.94,  0.00,
 62.79, 78.75,  1.00,
 62.79, 81.56,  1.00,
 62.79, 84.38,  1.00,
 62.79, 87.19,  1.00,
 62.79, 90.00,  1.00,
 62.79, 92.81,  1.00,
 62.79, 95.62,  1.00,
 62.79, 98.44,  1.00,
 62.79,101.25,  1.00,
 62.79,104.06,  1.00,
 62.79,106.88,  1.00,
 62.79,109.69,  1.00,
 62.79,112.50,  1.00,
 62.79,115.31,  1.00,
 62.79,118.12,  1.00,
 62.79,120.94,  1.00,
 62.79,123.75,  1.00,
 62.79,126.56,  1.00,
 62.79,129.38,  1.00,
 62.79,132.19,  1.00,
 62.79,135.00,  1.00,
 62.79,137.81,  1.00,
 62.79,140.62,  1.00,
 62.79,143.44,  1.00,
 62.79,146.25,  1.00,
 62.79,149.06,  1.00,
 62.79,151.88,  0.00,
 62.79,154.69,  0.00,
 62.79,157.50,  0.00,
 62.79,160.31,  0.00,
 62.79,163.12,  0.00,
 62.79,165.94,  0.00,
 62.79,168.75,  0.00,
 62.79,171.56,  0.00,
 62.79,174.38,  0.00,
 62.79,177.19,  0.00,
 62.79,180.00,  0.00,
 62.79,182.81,  0.00,
 62.79,185.62,  0.00,
 62.79,188.44,  0.00,
 62.79,191.25,  0.00,
 62.79,194.06,  0.00,
 62.79,196.88,  0.00,
 62.79,199.69,  0.00,
 62.79,202.50,  0.00,
 62.79,205.31,  0.00,
 62.79,208.12,  0.00,
 62.79,210.94,  0.00,
 62.79,213.75,  0.00,
 62.79,216.56,  0.00,
 62.79,219.38,  0.00,
 62.79,222.19,  0.00,
 62.79,225.00,  0.00,
 62.79,227.81,  0.00,
 62.79,230.62,  0.00,
 62.79,233.44,  0.00,
 62.79,236.25,  0.00,
 62.79,239.06,  0.00,
 62.79,241.88,  0.00,
 62.79,244.69,  0.00,
 62.79,247.50,  0.00,
 62.79,250.31,  0.00,
 62.79,253.12,  0.00,
 62.79,255.94,  0.00,
 62.79,258.75,  0.00,
 62.79,261.56,  0.00,
 62.79,264.38,  0.00,
 62.79,267.19,  0.00,
 62.79,270.00,  0.00,
 62.79,272.81,  0.00,
 62.79,275.62,  0.00,
 62.79,278.44,  0.00,
 62.79,281.25,  0.00,
 62.79,284.06,  0.00,
 62.79,286.88,  0.00,
 62.79,289.69,  0.00,
 62.79,292.50,  0.00,
 62.79,295.31,  1.00,
 62.79,298.12,  1.00,
 62.79,300.94,  0.00,
 62.79,303.75,  0.00,
 62.79,306.56,  0.00,
 62.79,309.38,  0.00,
 62.79,312.19,  0.00,
 62.79,315.00,  1.00,
 62.79,317.81,  1.00,
 62.79,320.62,  1.00,
 62.79,323.44,  1.00,
 62.79,326.25,  1.00,
 62.79,329.06,  1.00,
 62.79,331.88,  1.00,
 62.79,334.69,  1.00,
 62.79,337.50,  1.00,
 62.79,340.31,  1.00,
 62.79,343.12,  1.00,
 62.79,345.94,  1.00,
 62.79,348.75,  1.00,
 62.79,351.56,  1.00,
 62.79,354.38,  0.00,
 62.79,357.19,  0.00,
 60.00,  0.00,  0.00,
 60.00,  2.81,  1.00,
 60.00,  5.62,  1.00,
 60.00,  8.44,  1.00,
 60.00, 11.25,  1.00,
 60.00, 14.06,  1.00,
 60.00, 16.88,  1.00,
 60.00, 19.69,  1.00,
 60.00, 22.50,  1.00,
 60.00, 25.31,  0.00,
 60.00, 28.12,  0.00,
 60.00, 30.94,  0.00,
 60.00, 33.75,  0.00,
 60.00, 36.56,  1.00,
 60.00, 39.38,  1.00,
 60.00, 42.19,  0.00,
 60.00, 45.00,  0.00,
 60.00, 47.81,  0.00,
 60.00, 50.62,  0.00,
 60.00, 53.44,  0.00,
 60.00, 56.25,  0.00,
 60.00, 59.06,  1.00,
 60.00, 61.88,  1.00,
 60.00, 64.69,  1.00,
 60.00, 67.50,  0.00,
 60.00, 70.31,  0.00,
 60.00, 73.12,  0.00,
 60.00, 75.94,  1.00,
 60.00, 78.75,  1.00,
 60.00, 81.56,  1.00,
 60.00, 84.38,  1.00,
 60.00, 87.19,  1.00,
 60.00, 90.00,  1.00,
 60.00, 92.81,  1.00,
 60.00, 95.62,  1.00,
 60.00, 98.44,  1.00,
 60.00,101.25,  1.00,
 60.00,104.06,  1.00,
 60.00,106.88,  1.00,
 60.00,109.69,  1.00,
 60.00,112.50,  1.00,
 60.00,115.31,  1.00,
 60.00,118.12,  1.00,
 60.00,120.94,  1.00,
 60.00,123.75,  1.00,
 60.00,126.56,  1.00,
 60.00,129.38,  1.00,
 60.00,132.19,  1.00,
 60.00,135.00,  1.00,
 60.00,137.81,  1.00,
 60.00,140.62,  1.00,
 60.00,143.44,  1.00,
 60.00,146.25,  1.00,
 60.00,149.06,  1.00,
 60.00,151.88,  0.00,
 60.00,154.69,  0.00,
 60.00,157.50,  0.00,
 60.00,160.31,  0.00,
 60.00,163.12,  0.00,
 60.00,165.94,  0.00,
 60.00,168.75,  0.00,
 60.00,171.56,  0.00,
 60.00,174.38,  0.00,
 60.00,177.19,  0.00,
 60.00,180.00,  0.00,
 60.00,182.81,  0.00,
 60.00,185.62,  0.00,
 60.00,188.44,  0.00,
 60.00,191.25,  0.00,
 60.00,194.06,  0.00,
 60.00,196.88,  0.00,
 60.00,199.69,  0.00,
 60.00,202.50,  0.00,
 60.00,205.31,  0.00,
 60.00,208.12,  0.00,
 60.00,210.94,  0.00,
 60.00,213.75,  0.00,
 60.00,216.56,  0.00,
 60.00,219.38,  0.00,
 60.00,222.19,  0.00,
 60.00,225.00,  0.00,
 60.00,227.81,  0.00,
 60.00,230.62,  0.00,
 60.00,233.44,  0.00,
 60.00,236.25,  0.00,
 60.00,239.06,  0.00,
 60.00,241.88,  0.00,
 60.00,244.69,  0.00,
 60.00,247.50,  0.00,
 60.00,250.31,  0.00,
 60.00,253.12,  0.00,
 60.00,255.94,  0.00,
 60.00,258.75,  0.00,
 60.00,261.56,  0.00,
 60.00,264.38,  0.00,
 60.00,267.19,  0.00,
 60.00,270.00,  0.00,
 60.00,272.81,  0.00,
 60.00,275.62,  0.00,
 60.00,278.44,  0.00,
 60.00,281.25,  0.00,
 60.00,284.06,  0.00,
 60.00,286.88,  0.00,
 60.00,289.69,  0.00,
 60.00,292.50,  0.00,
 60.00,295.31,  1.00,
 60.00,298.12,  1.00,
 60.00,300.94,  0.00,
 60.00,303.75,  0.00,
 60.00,306.56,  0.00,
 60.00,309.38,  0.00,
 60.00,312.19,  0.00,
 60.00,315.00,  1.00,
 60.00,317.81,  1.00,
 60.00,320.62,  1.00,
 60.00,323.44,  1.00,
 60.00,326.25,  1.00,
 60.00,329.06,  1.00,
 60.00,331.88,  1.00,
 60.00,334.69,  1.00,
 60.00,337.50,  1.00,
 60.00,340.31,  1.00,
 60.00,343.12,  1.00,
 60.00,345.94,  1.00,
 60.00,348.75,  1.00,
 60.00,351.56,  1.00,
 60.00,354.38,  0.00,
 60.00,357.19,  0.00,
 57.21,  0.00,  0.00,
 57.21,  2.81,  1.00,
 57.21,  5.62,  1.00,
 57.21,  8.44,  1.00,
 57.21, 11.25,  1.00,
 57.21, 14.06,  1.00,
 57.21, 16.88,  1.00,
 57.21, 19.69,  1.00,
 57.21, 22.50,  0.00,
 57.21, 25.31,  0.00,
 57.21, 28.12,  0.00,
 57.21, 30.94,  1.00,
 57.21, 33.75,  1.00,
 57.21, 36.56,  1.00,
 57.21, 39.38,  1.00,
 57.21, 42.19,  1.00,
 57.21, 45.00,  1.00,
 57.21, 47.81,  1.00,
 57.21, 50.62,  1.00,
 57.21, 53.44,  0.00,
 57.21, 56.25,  0.00,
 57.21, 59.06,  0.00,
 57.21, 61.88,  0.00,
 57.21, 64.69,  1.00,
 57.21, 67.50,  0.00,
 57.21, 70.31,  0.00,
 57.21, 73.12,  0.00,
 57.21, 75.94,  1.00,
 57.21, 78.75,  1.00,
 57.21, 81.56,  1.00,
 57.21, 84.38,  1.00,
 57.21, 87.19,  1.00,
 57.21, 90.00,  1.00,
 57.21, 92.81,  1.00,
 57.21, 95.62,  1.00,
 57.21, 98.44,  1.00,
 57.21,101.25,  1.00,
 57.21,104.06,  1.00,
 57.21,106.88,  1.00,
 57.21,109.69,  1.00,
 57.21,112.50,  1.00,
 57.21,115.31,  1.00,
 57.21,118.12,  1.00,
 57.21,120.94,  1.00,
 57.21,123.75,  1.00,
 57.21,126.56,  1.00,
 57.21,129.38,  1.00,
 57.21,132.19,  1.00,
 57.21,135.00,  1.00,
 57.21,137.81,  1.00,
 57.21,140.62,  1.00,
 57.21,143.44,  1.00,
 57.21,146.25,  1.00,
 57.21,149.06,  1.00,
 57.21,151.88,  0.00,
 57.21,154.69,  0.00,
 57.21,157.50,  0.00,
 57.21,160.31,  0.00,
 57.21,163.12,  0.00,
 57.21,165.94,  0.00,
 57.21,168.75,  0.00,
 57.21,171.56,  0.00,
 57.21,174.38,  0.00,
 57.21,177.19,  0.00,
 57.21,180.00,  0.00,
 57.21,182.81,  0.00,
 57.21,185.62,  0.00,
 57.21,188.44,  0.00,
 57.21,191.25,  0.00,
 57.21,194.06,  0.00,
 57.21,196.88,  0.00,
 57.21,199.69,  0.00,
 57.21,202.50,  0.00,
 57.21,205.31,  0.00,
 57.21,208.12,  0.00,
 57.21,210.94,  0.00,
 57.21,213.75,  0.00,
 57.21,216.56,  0.00,
 57.21,219.38,  0.00,
 57.21,222.19,  0.00,
 57.21,225.00,  0.00,
 57.21,227.81,  0.00,
 57.21,230.62,  0.00,
 57.21,233.44,  0.00,
 57.21,236.25,  0.00,
 57.21,239.06,  0.00,
 57.21,241.88,  0.00,
 57.21,244.69,  0.00,
 57.21,247.50,  0.00,
 57.21,250.31,  0.00,
 57.21,253.12,  0.00,
 57.21,255.94,  0.00,
 57.21,258.75,  0.00,
 57.21,261.56,  0.00,
 57.21,264.38,  0.00,
 57.21,267.19,  0.00,
 57.21,270.00,  0.00,
 57.21,272.81,  0.00,
 57.21,275.62,  0.00,
 57.21,278.44,  0.00,
 57.21,281.25,  0.00,
 57.21,284.06,  0.00,
 57.21,286.88,  0.00,
 57.21,289.69,  0.00,
 57.21,292.50,  0.00,
 57.21,295.31,  1.00,
 57.21,298.12,  1.00,
 57.21,300.94,  1.00,
 57.21,303.75,  1.00,
 57.21,306.56,  1.00,
 57.21,309.38,  1.00,
 57.21,312.19,  1.00,
 57.21,315.00,  1.00,
 57.21,317.81,  1.00,
 57.21,320.62,  1.00,
 57.21,323.44,  1.00,
 57.21,326.25,  1.00,
 57.21,329.06,  1.00,
 57.21,331.88,  1.00,
 57.21,334.69,  1.00,
 57.21,337.50,  1.00,
 57.21,340.31,  1.00,
 57.21,343.12,  1.00,
 57.21,345.94,  1.00,
 57.21,348.75,  1.00,
 57.21,351.56,  1.00,
 57.21,354.38,  1.00,
 57.21,357.19,  0.00,
 54.42,  0.00,  0.00,
 54.42,  2.81,  1.00,
 54.42,  5.62,  1.00,
 54.42,  8.44,  1.00,
 54.42, 11.25,  1.00,
 54.42, 14.06,  1.00,
 54.42, 16.88,  0.00,
 54.42, 19.69,  0.00,
 54.42, 22.50,  0.00,
 54.42, 25.31,  0.00,
 54.42, 28.12,  0.00,
 54.42, 30.94,  1.00,
 54.42, 33.75,  1.00,
 54.42, 36.56,  1.00,
 54.42, 39.38,  1.00,
 54.42, 42.19,  1.00,
 54.42, 45.00,  1.00,
 54.42, 47.81,  1.00,
 54.42, 50.62,  1.00,
 54.42, 53.44,  0.00,
 54.42, 56.25,  0.00,
 54.42, 59.06,  0.00,
 54.42, 61.88,  0.00,
 54.42, 64.69,  1.00,
 54.42, 67.50,  1.00,
 54.42, 70.31,  1.00,
 54.42, 73.12,  1.00,
 54.42, 75.94,  1.00,
 54.42, 78.75,  1.00,
 54.42, 81.56,  1.00,
 54.42, 84.38,  1.00,
 54.42, 87.19,  1.00,
 54.42, 90.00,  1.00,
 54.42, 92.81,  1.00,
 54.42, 95.62,  1.00,
 54.42, 98.44,  1.00,
 54.42,101.25,  1.00,
 54.42,104.06,  1.00,
 54.42,106.88,  1.00,
 54.42,109.69,  1.00,
 54.42,112.50,  1.00,
 54.42,115.31,  1.00,
 54.42,118.12,  1.00,
 54.42,120.94,  1.00,
 54.42,123.75,  1.00,
 54.42,126.56,  1.00,
 54.42,129.38,  1.00,
 54.42,132.19,  1.00,
 54.42,135.00,  1.00,
 54.42,137.81,  1.00,
 54.42,140.62,  1.00,
 54.42,143.44,  1.00,
 54.42,146.25,  1.00,
 54.42,149.06,  1.00,
 54.42,151.88,  0.00,
 54.42,154.69,  0.00,
 54.42,157.50,  0.00,
 54.42,160.31,  0.00,
 54.42,163.12,  0.00,
 54.42,165.94,  0.00,
 54.42,168.75,  0.00,
 54.42,171.56,  0.00,
 54.42,174.38,  0.00,
 54.42,177.19,  0.00,
 54.42,180.00,  0.00,
 54.42,182.81,  0.00,
 54.42,185.62,  0.00,
 54.42,188.44,  0.00,
 54.42,191.25,  0.00,
 54.42,194.06,  0.00,
 54.42,196.88,  0.00,
 54.42,199.69,  0.00,
 54.42,202.50,  0.00,
 54.42,205.31,  0.00,
 54.42,208.12,  0.00,
 54.42,210.94,  0.00,
 54.42,213.75,  0.00,
 54.42,216.56,  0.00,
 54.42,219.38,  0.00,
 54.42,222.19,  0.00,
 54.42,225.00,  0.00,
 54.42,227.81,  0.00,
 54.42,230.62,  0.00,
 54.42,233.44,  0.00,
 54.42,236.25,  0.00,
 54.42,239.06,  0.00,
 54.42,241.88,  0.00,
 54.42,244.69,  0.00,
 54.42,247.50,  0.00,
 54.42,250.31,  0.00,
 54.42,253.12,  0.00,
 54.42,255.94,  0.00,
 54.42,258.75,  0.00,
 54.42,261.56,  0.00,
 54.42,264.38,  0.00,
 54.42,267.19,  0.00,
 54.42,270.00,  0.00,
 54.42,272.81,  0.00,
 54.42,275.62,  0.00,
 54.42,278.44,  0.00,
 54.42,281.25,  0.00,
 54.42,284.06,  0.00,
 54.42,286.88,  0.00,
 54.42,289.69,  1.00,
 54.42,292.50,  1.00,
 54.42,295.31,  1.00,
 54.42,298.12,  1.00,
 54.42,300.94,  1.00,
 54.42,303.75,  1.00,
 54.42,306.56,  1.00,
 54.42,309.38,  1.00,
 54.42,312.19,  1.00,
 54.42,315.00,  1.00,
 54.42,317.81,  1.00,
 54.42,320.62,  1.00,
 54.42,323.44,  1.00,
 54.42,326.25,  1.00,
 54.42,329.06,  1.00,
 54.42,331.88,  1.00,
 54.42,334.69,  1.00,
 54.42,337.50,  1.00,
 54.42,340.31,  1.00,
 54.42,343.12,  1.00,
 54.42,345.94,  1.00,
 54.42,348.75,  1.00,
 54.42,351.56,  1.00,
 54.42,354.38,  0.00,
 54.42,357.19,  0.00,
 51.63,  0.00,  0.00,
 51.63,  2.81,  1.00,
 51.63,  5.62,  1.00,
 51.63,  8.44,  1.00,
 51.63, 11.25,  1.00,
 51.63, 14.06,  0.00,
 51.63, 16.88,  0.00,
 51.63, 19.69,  0.00,
 51.63, 22.50,  0.00,
 51.63, 25.31,  0.00,
 51.63, 28.12,  1.00,
 51.63, 30.94,  1.00,
 51.63, 33.75,  1.00,
 51.63, 36.56,  1.00,
 51.63, 39.38,  1.00,
 51.63, 42.19,  1.00,
 51.63, 45.00,  1.00,
 51.63, 47.81,  1.00,
 51.63, 50.62,  1.00,
 51.63, 53.44,  0.00,
 51.63, 56.25,  0.00,
 51.63, 59.06,  0.00,
 51.63, 61.88,  0.00,
 51.63, 64.69,  1.00,
 51.63, 67.50,  1.00,
 51.63, 70.31,  1.00,
 51.63, 73.12,  1.00,
 51.63, 75.94,  1.00,
 51.63, 78.75,  1.00,
 51.63, 81.56,  1.00,
 51.63, 84.38,  1.00,
 51.63, 87.19,  1.00,
 51.63, 90.00,  1.00,
 51.63, 92.81,  1.00,
 51.63, 95.62,  1.00,
 51.63, 98.44,  1.00,
 51.63,101.25,  1.00,
 51.63,104.06,  1.00,
 51.63,106.88,  1.00,
 51.63,109.69,  1.00,
 51.63,112.50,  1.00,
 51.63,115.31,  1.00,
 51.63,118.12,  1.00,
 51.63,120.94,  1.00,
 51.63,123.75,  1.00,
 51.63,126.56,  1.00,
 51.63,129.38,  1.00,
 51.63,132.19,  1.00,
 51.63,135.00,  1.00,
 51.63,137.81,  1.00,
 51.63,140.62,  1.00,
 51.63,143.44,  1.00,
 51.63,146.25,  1.00,
 51.63,149.06,  0.00,
 51.63,151.88,  0.00,
 51.63,154.69,  0.00,
 51.63,157.50,  0.00,
 51.63,160.31,  0.00,
 51.63,163.12,  0.00,
 51.63,165.94,  0.00,
 51.63,168.75,  0.00,
 51.63,171.56,  0.00,
 51.63,174.38,  0.00,
 51.63,177.19,  0.00,
 51.63,180.00,  0.00,
 51.63,182.81,  0.00,
 51.63,185.62,  0.00,
 51.63,188.44,  0.00,
 51.63,191.25,  0.00,
 51.63,194.06,  0.00,
 51.63,196.88,  0.00,
 51.63,199.69,  0.00,
 51.63,202.50,  0.00,
 51.63,205.31,  0.00,
 51.63,208.12,  0.00,
 51.63,210.94,  0.00,
 51.63,213.75,  0.00,
 51.63,216.56,  0.00,
 51.63,219.38,  0.00,
 51.63,222.19,  0.00,
 51.63,225.00,  0.00,
 51.63,227.81,  0.00,
 51.63,230.62,  0.00,
 51.63,233.44,  0.00,
 51.63,236.25,  0.00,
 51.63,239.06,  0.00,
 51.63,241.88,  0.00,
 51.63,244.69,  0.00,
 51.63,247.50,  0.00,
 51.63,250.31,  0.00,
 51.63,253.12,  0.00,
 51.63,255.94,  0.00,
 51.63,258.75,  0.00,
 51.63,261.56,  0.00,
 51.63,264.38,  0.00,
 51.63,267.19,  0.00,
 51.63,270.00,  0.00,
 51.63,272.81,  0.00,
 51.63,275.62,  0.00,
 51.63,278.44,  0.00,
 51.63,281.25,  0.00,
 51.63,284.06,  0.00,
 51.63,286.88,  1.00,
 51.63,289.69,  1.00,
 51.63,292.50,  1.00,
 51.63,295.31,  1.00,
 51.63,298.12,  1.00,
 51.63,300.94,  1.00,
 51.63,303.75,  1.00,
 51.63,306.56,  1.00,
 51.63,309.38,  1.00,
 51.63,312.19,  1.00,
 51.63,315.00,  1.00,
 51.63,317.81,  1.00,
 51.63,320.62,  1.00,
 51.63,323.44,  1.00,
 51.63,326.25,  1.00,
 51.63,329.06,  1.00,
 51.63,331.88,  1.00,
 51.63,334.69,  1.00,
 51.63,337.50,  1.00,
 51.63,340.31,  1.00,
 51.63,343.12,  1.00,
 51.63,345.94,  1.00,
 51.63,348.75,  1.00,
 51.63,351.56,  1.00,
 51.63,354.38,  0.00,
 51.63,357.19,  0.00,
 48.84,  0.00,  0.00,
 48.84,  2.81,  1.00,
 48.84,  5.62,  1.00,
 48.84,  8.44,  0.00,
 48.84, 11.25,  0.00,
 48.84, 14.06,  0.00,
 48.84, 16.88,  0.00,
 48.84, 19.69,  0.00,
 48.84, 22.50,  0.00,
 48.84, 25.31,  0.00,
 48.84, 28.12,  1.00,
 48.84, 30.94,  1.00,
 48.84, 33.75,  1.00,
 48.84, 36.56,  1.00,
 48.84, 39.38,  1.00,
 48.84, 42.19,  1.00,
 48.84, 45.00,  1.00,
 48.84, 47.81,  1.00,
 48.84, 50.62,  0.00,
 48.84, 53.44,  0.00,
 48.84, 56.25,  0.00,
 48.84, 59.06,  0.00,
 48.84, 61.88,  0.00,
 48.84, 64.69,  1.00,
 48.84, 67.50,  1.00,
 48.84, 70.31,  1.00,
 48.84, 73.12,  1.00,
 48.84, 75.94,  1.00,
 48.84, 78.75,  1.00,
 48.84, 81.56,  1.00,
 48.84, 84.38,  1.00,
 48.84, 87.19,  1.00,
 48.84, 90.00,  1.00,
